Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11,71,31,8.6,17,SNK Playmore,T
Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,,,,,,
Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0,0,0.11,,,,,,
Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0,0,0.11,,,,,,
Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0,0,0.11,,,,,,
Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0,0,0.11,,,,,,
Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0,0,0.11,,,,,,
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0,0,0.11,,,,,,
Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0,0,0.11,,,,,,
Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0,0,0.11,,,,,,
Grease,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.11,,,tbd,,Big Head Games Ltd.,E10+
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.1,0,0,0.01,0.11,70,15,tbd,,SNK Playmore,T
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11,59,40,tbd,,Stormfront Studios,E10+
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11,58,11,tbd,,Indies Zero,E10+
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11,60,17,5.3,4,Namco,T
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0,0.02,0.11,50,40,3.4,27,Guildford Studio,M
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.1,0,0,0.01,0.11,,,tbd,,Virtuos,E
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0,0,0.11,0,0.11,76,5,8.6,18,Omega Force,T
Winter Stars,Wii,2011,Sports,Deep Silver,0.05,0.05,0,0.01,0.11,,,tbd,,49Games,E
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.05,0.04,0,0.01,0.11,73,16,tbd,,Game Arts,T
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.1,0,0,0.01,0.11,35,4,tbd,,Big Blue Entertainment,E
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0,0,0.11,0,0.11,,,,,,
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0,0.01,0.11,,,,,,
Planet 51,PS3,2009,Action,Sega,0.07,0.03,0,0.01,0.11,50,11,tbd,,Pyro Studios,E
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11,51,12,3.3,124,Ubisoft,M
Eragon,PSP,2006,Action,Vivendi Games,0.1,0,0,0.01,0.11,59,15,tbd,,"Amaze Entertainment, Vivendi Games",T
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,,,,,,
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0,0.01,0.11,,,tbd,,Supersonic Software,E
AKB48+Me,3DS,2012,Action,Unknown,0,0,0.11,0,0.11,,,,,,
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.04,0.05,0,0.02,0.11,,,tbd,,Milestone S.r.l,E
Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,64,31,8,10,Acclaim Studios Cheltenham,T
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.11,0,0.11,,,,,,
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,0.11,0,0.11,,,,,,
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11,50,15,7.1,8,"Majesco Games, Majesco",E10+
Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,49,28,6.7,16,Hudson Entertainment,T
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.09,0,0,0.02,0.11,75,7,7.5,21,SCEA San Diego Studios,E
Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0,0.01,0.11,66,30,6.3,6,Bionic Games,T
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.09,0.01,0,0.01,0.11,78,4,tbd,,Farsight Studios,E10+
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,0.08,0.02,0,0,0.11,,,,,,
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0,0.11,65,39,8.8,20,Microsoft Game Studios,E
X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0,0,0.11,56,12,tbd,,Paradox Development,T
Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0,0.01,0.11,53,61,4.7,73,Guildford Studio,M
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0,0.01,0.11,,,,,,
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11,,,,,,
Machinarium,PC,2009,Adventure,Daedalic,0,0.09,0,0.02,0.11,85,47,8.8,525,Amanita Design,
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0,0,0.01,0.11,71,14,8.1,14,Backbone Entertainment,T
EA Replay,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.11,56,19,tbd,,Team Fusion,T
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0,0,0.01,0.11,57,9,6.3,10,TOSE,E10+
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0,0.07,0,0.03,0.11,,,tbd,,Novarama,
Toukiden 2,PSV,2016,Action,Tecmo Koei,0,0,0.11,0,0.11,,,,,,
Nicktoons: Unite!,DS,2006,Adventure,THQ,0.1,0,0,0.01,0.11,,,,,,
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11,48,10,3.5,6,Blitz Games,E
The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,0.08,0.02,0,0,0.11,49,7,tbd,,Point of View,T
Shining Ark,PSP,2013,Role-Playing,Sega,0,0,0.11,0,0.11,,,,,,
Smash Court Tennis 3,X360,2007,Sports,Atari,0.08,0.02,0,0.01,0.11,,,,,,
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0,0.01,0.11,,,,,,
GiFTPiA,GC,N/A,Role-Playing,Unknown,0,0,0.11,0,0.11,,,,,,
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,,,,,,
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0,0,0.01,0.11,,,,,,
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0,0,0.11,,,,,,
Constantine,PS2,2005,Action,SCi,0.05,0.04,0,0.01,0.11,,,,,,
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11,,,,,,
Real World Golf,PS2,2005,Sports,Valcon Games,0.05,0.04,0,0.01,0.11,,,,,,
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0,0,0.11,,,,,,
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.11,,,,,,
Defender,GC,2002,Misc,Midway Games,0.08,0.02,0,0,0.11,,,,,,
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,0.11,,,,,,
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,,,,,,
The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0,0,0.11,,,,,,
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,,,,,,
BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0,0,0.11,,,,,,
ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,0.1,0,0,0.01,0.11,,,,,,
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0,0.01,0.01,0.11,,,,,,
Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01,0.11,,,,,,
Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0,0,0.11,,,,,,
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,0.05,0.04,0,0.01,0.11,,,,,,
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0,0,0.01,0.11,,,,,,
Pimp My Ride,X360,2006,Racing,Activision,0.1,0,0,0.01,0.11,,,,,,
Robotech: Invasion,PS2,2004,Shooter,Global Star,0.05,0.04,0,0.01,0.11,,,,,,
Hollywood Squares,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.11,,,,,,
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,0.08,0.02,0,0,0.11,,,,,,
Vacation Sports,Wii,2009,Sports,Ubisoft,0.09,0.01,0,0.01,0.11,,,,,,
Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0,0,0.11,0,0.11,,,,,,
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0,0.09,0,0.01,0.11,,,,,,
Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,0.1,0,0,0.01,0.11,,,,,,
Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0.11,0,0.11,,,,,,
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0,0.1,0,0.01,0.11,,,,,,
Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,0.08,0.02,0,0,0.11,,,,,,
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,,,,,,
ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0,0,0.01,0.11,,,,,,
FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0,0.01,0.11,,,,,,
Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11,,,,,,
Arcade Party Pak,PS,1999,Misc,Midway Games,0.06,0.04,0,0.01,0.11,,,,,,
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.05,0.05,0,0.01,0.11,,,,,,
Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0,0,0.01,0.11,,,,,,
Hitman Trilogy,PS2,2007,Action,Eidos Interactive,0.05,0.04,0,0.01,0.11,,,,,,
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0,0,0.11,0,0.11,,,,,,
Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0,0.02,0.11,,,,,,
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0,0,0.01,0.11,,,,,,
Railroad Tycoon II,PS,1999,Strategy,PopTop Software,0.06,0.04,0,0.01,0.11,,,,,,
The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,0.1,0,0,0.01,0.11,,,,,,
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,0.1,0,0,0.01,0.11,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0,0.01,0.11,,,,,,
The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11,,,,,,
Planet 51,X360,2009,Action,Sega,0.07,0.03,0,0.01,0.11,,,,,,
Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11,,,,,,
Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,0.11,,,,,,
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,43,30,5.6,22,Neverland,M
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11,,,,,,
Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0,0.02,0.11,,,tbd,,Activision,E
Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0,0,0.01,0.11,,,,,,
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0,0.01,0.11,75,14,7,6,Happy Happening,E
Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0,0,0.11,56,22,tbd,,Koei,E
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0,0,0.1,0.01,0.11,,,,,,
Tournament Pool,Wii,2009,Sports,Destineer,0.1,0,0,0.01,0.11,,,tbd,,Destineer,E
Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0,0,0.01,0.11,,,tbd,,Harmonix Music Systems,T
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11,79,14,tbd,,Zed Two Limited,E
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.02,0.02,0.06,0.01,0.11,75,32,8.2,46,Gust,
Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0,0,0.11,77,17,9.1,21,Inti,E
Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,0.1,0,0,0.01,0.11,,,,,,
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.02,0.11,67,7,4.6,20,Eutechnyx,E
Black Bass with Blue Marlin,PS,1999,Sports,Starfish,0.06,0.04,0,0.01,0.11,,,,,,
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,0,0,0.11,0,0.11,,,,,,
My Boyfriend,DS,2008,Simulation,DTP Entertainment,0.1,0,0,0.01,0.11,,,tbd,,Eidos Interactive,E10+
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11,,,,,,
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.11,53,8,4.8,4,Griptonite Games,E10+
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64,14,6.1,19,Arc System Works,T
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0,0,0.1,0.01,0.11,,,,,,
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11,82,19,4.8,4,EA Sports,E
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,,,,,,
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11,,,,,,
Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11,,,tbd,,FrontLine Studios,E
Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0,0,0.11,0,0.11,,,,,,
Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,82,11,7.3,7,Keen Games,E
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,0,0,0.1,0.01,0.11,,,,,,
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.1,0,0,0.01,0.11,,,,,,
Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0,0.01,0.11,52,21,tbd,,Mass Media,E
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.01,0.11,74,38,7.4,860,Bohemia Interactive,M
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11,72,15,7.3,8,EA Canada,E
Fit in Six,Wii,2011,Sports,Ubisoft,0.1,0,0,0.01,0.11,,,tbd,,Blue Byte,E
Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0,0,0.11,54,9,5.9,7,Kuju Entertainment,T
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.07,0,0.03,0,0.11,64,7,tbd,,Takara Tomy,E10+
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0,0.01,0.11,28,33,2.8,64,Rebellion,M
Sakura Wars,DC,2000,Adventure,Sega,0,0,0.11,0,0.11,,,,,,
Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11,,,,,,
Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0,0,0.11,0,0.11,,,,,,
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0,0.01,0.11,71,4,tbd,,Rebellion,M
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,64,27,8.2,11,Warthog,M
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,46,4,,,VU Games,E
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11,64,4,6.3,15,Coyote Developments,M
Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0,0,0.11,0,0.11,,,,,,
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0,0.11,37,29,4.7,13,Genuine Games,M
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,,,,,,
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0,0.04,0.06,0.01,0.11,,,,,,
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,83,20,5.2,672,Ubisoft Montreal,M
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,0.01,0.09,0,0.11,69,34,8,79,Shift,T
Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11,,,,,,
Robotics;Notes,PS3,2012,Adventure,5pb,0,0,0.11,0,0.11,,,,,,
Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A,0.08,0.03,0,0,0.11,,,,,,
Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11,,,,,,
The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0,0.01,0.11,,,,,,
Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,0,0,0.11,0,0.11,,,,,,
Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0,0,0.11,,,,,,
FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.02,0,0.01,0.11,,,,,,
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0,0.01,0.11,,,,,,
Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,0.08,0,0.01,0.01,0.11,,,,,,
Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0,0,0.01,0.11,,,,,,
Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.11,,,,,,
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.11,0,0.11,,,,,,
Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0,0.1,0,0.01,0.11,,,,,,
Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,,,,,,
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.11,,,,,,
Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,,,,,,
Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0,0,0.01,0.11,,,,,,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0,0,0.01,0.11,,,,,,
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.01,0.11,,,,,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0,0,0.11,,,,,,
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.1,0,0,0.01,0.11,,,,,,
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,0.03,0.06,0.01,0.11,,,,,,
Big League Sports: Summer,DS,2009,Sports,Activision,0.09,0,0,0.01,0.11,,,,,,
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0,0,0.11,,,,,,
Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0,0.01,0.11,,,,,,
D,PS,1995,Adventure,Acclaim Entertainment,0,0,0.1,0.01,0.11,,,,,,
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.1,,,,,,
X-Men: The Official Game,DS,2006,Action,Activision,0.1,0,0,0.01,0.1,,,,,,
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1,,,,,,
Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0,0.01,0.1,,,,,,
Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1,,,,,,
Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1,,,,,,
Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,0.1,0,0.1,,,,,,
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1,,,,,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0,0,0.1,0,0.1,,,,,,
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,66,14,7.3,4,DreamFactory,T
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.02,0,0.01,0.1,,,7.5,46,War Drum Studios,M
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.04,0.05,0,0.01,0.1,62,10,7.2,40,Rebellion,
My First Dollhouse,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.1,,,tbd,,505 Games,E
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0,0,0.01,0.1,,,tbd,,,
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.1,82,32,8.2,144,KING Art,T
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01,0.1,,,tbd,,Webfoot Technologies,E
Science Papa,DS,2009,Misc,Activision,0.09,0.01,0,0.01,0.1,,,tbd,,Activision,E
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,34,7.9,16,Page 44 Studios,M
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.07,0,0.01,0.02,0.1,,,,,,
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0,0,0.01,0.1,,,tbd,,Coldwood Interactive,E
Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1,70,21,8.5,10,Acclaim,T
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1,70,15,7.7,15,Electronic Arts,E
Shrek: Forever After,X360,2010,Platform,Activision,0.09,0,0,0.01,0.1,62,22,6.2,9,Xpec,E10+
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0,0,0.1,70,52,7.4,19,Digital Extremes,M
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1,,,tbd,,FUN Labs,T
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1,76,56,5.1,15,SNK,T
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1,,,,,,
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1,,,,,Deibus Studios,T
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.1,,,,,,
Happy Feet Two,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,,,,,,
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0,0,0.1,68,22,5.9,9,Rare Ltd.,E
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1,79,22,6.5,33,KCET,E
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0,0.02,0.1,54,15,tbd,,Blitz Games Studios,T
